order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,source,extraction_date,is_late,days_late,delivery_status
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,postgres db,2025-04-18 21:40:55,True,2.0,Late
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,postgres db,2025-04-18 21:40:55,False,0.0,On Time
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,postgres db,2025-04-18 21:40:55,True,2.0,Late
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,postgres db,2025-04-18 21:40:55,False,0.0,On Time
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,postgres db,2025-04-18 21:40:55,True,1.0,Late
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,postgres db,2025-04-18 21:40:55,True,1.0,Late
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,postgres db,2025-04-18 21:40:55,True,2.0,Late
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
541,1228,4,2016-11-04,2016-11-07,2016-11-07,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
543,62,4,2016-11-06,2016-11-09,2016-11-08,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
546,470,4,2016-11-09,2016-11-12,2016-11-10,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
549,64,3,2016-11-12,2016-11-12,,3,9,postgres db,2025-04-18 21:40:55,False,,Late
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
552,1282,4,2016-11-12,2016-11-15,2016-11-13,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9,postgres db,2025-04-18 21:40:55,True,2.0,Late
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3,postgres db,2025-04-18 21:40:55,True,2.0,Late
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
556,61,4,2016-11-13,2016-11-14,2016-11-15,3,9,postgres db,2025-04-18 21:40:55,True,1.0,Late
557,1248,4,2016-11-14,2016-11-17,2016-11-15,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
558,1443,4,2016-11-15,2016-11-16,2016-11-17,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
559,959,4,2016-11-16,2016-11-17,2016-11-17,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
560,1405,4,2016-11-18,2016-11-19,2016-11-21,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
561,90,4,2016-11-19,2016-11-22,2016-11-22,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
562,942,4,2016-11-19,2016-11-20,2016-11-22,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
563,365,4,2016-11-20,2016-11-22,2016-11-21,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
564,1058,4,2016-11-20,2016-11-23,2016-11-22,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
565,894,4,2016-11-21,2016-11-22,2016-11-22,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
566,298,4,2016-11-22,2016-11-25,2016-11-23,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
567,1430,4,2016-11-22,2016-11-23,2016-11-23,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
568,1275,4,2016-11-23,2016-11-25,2016-11-24,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
569,707,4,2016-11-23,2016-11-24,2016-11-25,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
570,989,4,2016-11-23,2016-11-24,2016-11-25,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
571,5,4,2016-11-24,2016-11-25,2016-11-27,1,2,postgres db,2025-04-18 21:40:55,True,2.0,Late
572,178,4,2016-11-24,2016-11-26,2016-11-26,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
573,423,4,2016-11-24,2016-11-26,2016-11-27,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
574,833,4,2016-11-26,2016-11-27,2016-11-29,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
575,33,4,2016-11-27,2016-11-28,2016-11-30,1,3,postgres db,2025-04-18 21:40:55,True,2.0,Late
576,1272,4,2016-11-27,2016-11-30,2016-11-28,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
577,445,4,2016-11-27,2016-11-30,2016-11-29,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
578,819,4,2016-11-27,2016-11-28,2016-11-29,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
579,160,4,2016-11-27,2016-11-30,2016-11-29,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
580,581,4,2016-11-30,2016-12-02,2016-12-02,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
581,688,4,2016-12-03,2016-12-05,2016-12-06,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
582,32,3,2016-12-04,2016-12-04,,1,2,postgres db,2025-04-18 21:40:55,False,,Late
583,792,4,2016-12-04,2016-12-05,2016-12-07,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
584,1209,4,2016-12-04,2016-12-05,2016-12-05,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
585,1219,4,2016-12-04,2016-12-05,2016-12-05,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
586,1306,4,2016-12-04,2016-12-06,2016-12-05,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
587,487,4,2016-12-06,2016-12-08,2016-12-08,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
588,102,4,2016-12-06,2016-12-07,2016-12-07,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
589,719,4,2016-12-06,2016-12-07,2016-12-07,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
590,990,4,2016-12-06,2016-12-09,2016-12-07,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
591,1211,4,2016-12-06,2016-12-09,2016-12-09,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
592,1232,4,2016-12-06,2016-12-08,2016-12-08,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
593,50,4,2016-12-07,2016-12-10,2016-12-08,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
594,1318,4,2016-12-07,2016-12-08,2016-12-08,3,8,postgres db,2025-04-18 21:40:55,False,0.0,On Time
595,538,4,2016-12-08,2016-12-09,2016-12-11,1,2,postgres db,2025-04-18 21:40:55,True,2.0,Late
596,952,4,2016-12-08,2016-12-09,2016-12-09,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
597,1121,4,2016-12-08,2016-12-09,2016-12-10,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
598,40,3,2016-12-09,2016-12-09,,1,3,postgres db,2025-04-18 21:40:55,False,,Late
599,1,4,2016-12-09,2016-12-10,2016-12-12,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
600,624,4,2016-12-09,2016-12-12,2016-12-11,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
601,683,4,2016-12-09,2016-12-10,2016-12-10,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
602,823,4,2016-12-09,2016-12-10,2016-12-11,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
603,1032,4,2016-12-09,2016-12-10,2016-12-10,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
604,96,4,2016-12-10,2016-12-13,2016-12-12,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
605,1208,4,2016-12-10,2016-12-11,2016-12-12,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
606,18,4,2016-12-11,2016-12-12,2016-12-13,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
607,309,4,2016-12-11,2016-12-14,2016-12-13,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
608,1103,4,2016-12-12,2016-12-15,2016-12-14,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
609,896,4,2016-12-12,2016-12-13,2016-12-14,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
610,711,4,2016-12-13,2016-12-15,2016-12-14,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
611,1073,4,2016-12-15,2016-12-17,2016-12-18,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
612,634,4,2016-12-16,2016-12-17,2016-12-17,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
613,1159,4,2016-12-17,2016-12-19,2016-12-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
614,654,4,2016-12-18,2016-12-21,2016-12-21,1,2,postgres db,2025-04-18 21:40:55,False,0.0,On Time
615,560,4,2016-12-19,2016-12-22,2016-12-21,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
616,1444,4,2016-12-20,2016-12-23,2016-12-23,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
617,118,4,2016-12-21,2016-12-23,2016-12-23,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
618,131,4,2016-12-21,2016-12-22,2016-12-22,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
619,454,4,2016-12-22,2016-12-25,2016-12-25,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
620,466,4,2016-12-22,2016-12-24,2016-12-24,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
621,1157,4,2016-12-23,2016-12-25,2016-12-24,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
622,1398,4,2016-12-23,2016-12-26,2016-12-25,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
623,678,4,2016-12-24,2016-12-26,2016-12-27,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
624,814,4,2016-12-24,2016-12-25,2016-12-27,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
625,1163,4,2016-12-25,2016-12-28,2016-12-26,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
626,130,4,2016-12-25,2016-12-28,2016-12-27,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
627,1119,4,2016-12-25,2016-12-26,2016-12-28,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
628,561,4,2016-12-26,2016-12-29,2016-12-27,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
629,973,4,2016-12-26,2016-12-27,2016-12-29,1,2,postgres db,2025-04-18 21:40:55,True,2.0,Late
630,1404,4,2016-12-26,2016-12-27,2016-12-28,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
631,855,4,2016-12-27,2016-12-29,2016-12-29,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
632,163,4,2016-12-27,2016-12-29,2016-12-29,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
633,1040,4,2016-12-28,2016-12-31,2016-12-30,3,8,postgres db,2025-04-18 21:40:55,False,0.0,Early
634,27,4,2016-12-29,2017-01-01,2016-12-30,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
635,520,4,2016-12-30,2017-01-02,2016-12-31,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
636,532,4,2017-01-03,2017-01-04,2017-01-05,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
637,512,4,2017-01-03,2017-01-05,2017-01-05,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
638,1302,4,2017-01-04,2017-01-05,2017-01-06,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
639,550,4,2017-01-06,2017-01-07,2017-01-07,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
640,1093,4,2017-01-06,2017-01-08,2017-01-07,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
641,673,4,2017-01-07,2017-01-10,2017-01-08,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
642,847,4,2017-01-07,2017-01-09,2017-01-10,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
643,901,4,2017-01-08,2017-01-09,2017-01-11,1,3,postgres db,2025-04-18 21:40:55,True,2.0,Late
644,439,4,2017-01-08,2017-01-11,2017-01-10,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
645,1199,4,2017-01-08,2017-01-11,2017-01-10,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
646,975,4,2017-01-09,2017-01-12,2017-01-11,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
647,283,4,2017-01-09,2017-01-10,2017-01-11,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
648,684,4,2017-01-09,2017-01-11,2017-01-11,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
649,1153,4,2017-01-10,2017-01-11,2017-01-13,1,3,postgres db,2025-04-18 21:40:55,True,2.0,Late
650,729,4,2017-01-11,2017-01-14,2017-01-12,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
651,190,4,2017-01-11,2017-01-13,2017-01-13,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
652,985,4,2017-01-12,2017-01-15,2017-01-13,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
653,1249,4,2017-01-14,2017-01-17,2017-01-15,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
654,1129,4,2017-01-14,2017-01-15,2017-01-17,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
655,347,4,2017-01-16,2017-01-17,2017-01-18,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
656,949,4,2017-01-16,2017-01-17,2017-01-18,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
657,349,4,2017-01-17,2017-01-19,2017-01-20,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
658,1051,4,2017-01-17,2017-01-18,2017-01-18,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
659,1391,4,2017-01-17,2017-01-19,2017-01-18,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
660,383,4,2017-01-18,2017-01-19,2017-01-19,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
661,626,4,2017-01-18,2017-01-19,2017-01-20,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
662,1125,4,2017-01-19,2017-01-20,2017-01-20,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
663,344,4,2017-01-20,2017-01-22,2017-01-23,1,3,postgres db,2025-04-18 21:40:55,True,1.0,Late
664,681,4,2017-01-20,2017-01-23,2017-01-22,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
665,29,4,2017-01-21,2017-01-22,2017-01-23,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
666,770,4,2017-01-21,2017-01-22,2017-01-24,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
667,858,4,2017-01-22,2017-01-24,2017-01-25,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
668,297,4,2017-01-22,2017-01-23,2017-01-24,3,8,postgres db,2025-04-18 21:40:55,True,1.0,Late
669,745,4,2017-01-23,2017-01-24,2017-01-26,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
670,361,4,2017-01-24,2017-01-25,2017-01-25,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
671,922,4,2017-01-25,2017-01-28,2017-01-26,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
672,908,4,2017-01-26,2017-01-29,2017-01-29,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
673,64,4,2017-01-26,2017-01-28,2017-01-27,3,9,postgres db,2025-04-18 21:40:55,False,0.0,Early
674,733,4,2017-01-27,2017-01-28,2017-01-29,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
675,291,4,2017-01-28,2017-01-31,2017-01-30,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
676,790,4,2017-01-28,2017-01-30,2017-01-31,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
677,809,4,2017-01-28,2017-01-31,2017-01-30,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
678,250,4,2017-01-28,2017-01-29,2017-01-31,3,9,postgres db,2025-04-18 21:40:55,True,2.0,Late
679,81,4,2017-01-29,2017-01-30,2017-01-30,1,3,postgres db,2025-04-18 21:40:55,False,0.0,On Time
680,245,4,2017-01-29,2017-02-01,2017-01-30,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
681,499,4,2017-01-29,2017-02-01,2017-01-31,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
682,614,4,2017-01-29,2017-01-30,2017-01-30,2,6,postgres db,2025-04-18 21:40:55,False,0.0,On Time
683,741,4,2017-01-29,2017-01-31,2017-02-01,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
684,762,4,2017-01-31,2017-02-01,2017-02-02,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
685,976,4,2017-01-31,2017-02-03,2017-02-02,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
686,380,4,2017-02-01,2017-02-03,2017-02-04,2,7,postgres db,2025-04-18 21:40:55,True,1.0,Late
687,530,4,2017-02-02,2017-02-05,2017-02-04,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
688,343,4,2017-02-02,2017-02-03,2017-02-05,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
689,884,4,2017-02-02,2017-02-03,2017-02-05,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
690,1097,4,2017-02-03,2017-02-04,2017-02-06,1,2,postgres db,2025-04-18 21:40:55,True,2.0,Late
691,1081,4,2017-02-04,2017-02-06,2017-02-06,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
692,2,3,2017-02-05,2017-02-05,,1,3,postgres db,2025-04-18 21:40:55,False,,Late
693,1233,4,2017-02-05,2017-02-07,2017-02-06,1,3,postgres db,2025-04-18 21:40:55,False,0.0,Early
694,58,4,2017-02-05,2017-02-06,2017-02-08,2,7,postgres db,2025-04-18 21:40:55,True,2.0,Late
695,606,4,2017-02-05,2017-02-08,2017-02-07,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
696,1242,4,2017-02-05,2017-02-08,2017-02-08,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
697,562,4,2017-02-06,2017-02-08,2017-02-09,1,2,postgres db,2025-04-18 21:40:55,True,1.0,Late
698,543,4,2017-02-06,2017-02-08,2017-02-09,3,8,postgres db,2025-04-18 21:40:55,True,1.0,Late
699,958,4,2017-02-06,2017-02-08,2017-02-09,3,9,postgres db,2025-04-18 21:40:55,True,1.0,Late
700,4,4,2017-02-07,2017-02-10,2017-02-08,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
701,850,4,2017-02-07,2017-02-08,2017-02-09,3,9,postgres db,2025-04-18 21:40:55,True,1.0,Late
702,1352,4,2017-02-08,2017-02-09,2017-02-11,1,3,postgres db,2025-04-18 21:40:55,True,2.0,Late
703,417,4,2017-02-08,2017-02-09,2017-02-09,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
704,1137,4,2017-02-08,2017-02-09,2017-02-11,2,6,postgres db,2025-04-18 21:40:55,True,2.0,Late
705,1196,4,2017-02-08,2017-02-11,2017-02-11,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
706,1271,4,2017-02-09,2017-02-12,2017-02-10,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
707,79,4,2017-02-09,2017-02-11,2017-02-11,2,7,postgres db,2025-04-18 21:40:55,False,0.0,On Time
708,660,4,2017-02-10,2017-02-12,2017-02-11,1,2,postgres db,2025-04-18 21:40:55,False,0.0,Early
709,1162,4,2017-02-11,2017-02-13,2017-02-12,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
710,295,4,2017-02-13,2017-02-15,2017-02-16,2,6,postgres db,2025-04-18 21:40:55,True,1.0,Late
711,1246,4,2017-02-13,2017-02-16,2017-02-14,2,6,postgres db,2025-04-18 21:40:55,False,0.0,Early
712,173,4,2017-02-13,2017-02-14,2017-02-16,3,9,postgres db,2025-04-18 21:40:55,True,2.0,Late
713,207,4,2017-02-13,2017-02-14,2017-02-15,3,8,postgres db,2025-04-18 21:40:55,True,1.0,Late
714,805,4,2017-02-14,2017-02-17,2017-02-15,2,7,postgres db,2025-04-18 21:40:55,False,0.0,Early
